App,Category,Type,Content Rating,Genres,Price
DW Contacts & Phone & Dialer,0.32,0.0,0.0,0.09,0.0
DW,0.42,0.0,0.67,0.12,0.0
DW Arabic By dw-arab.com,0.42,0.0,0.0,0.12,0.0
DW Espanol,0.42,0.0,0.0,0.12,0.0
News :DW Bangali,0.42,0.0,0.0,0.12,0.0
News: DW Hausa,0.42,0.0,0.0,0.12,0.0
DW Spectrum™ IP VMS,0.1,0.0,0.0,0.03,0.0
DW Contacts widget,0.06,1.0,0.0,0.0,0.0024749999999999
DW فارسی By dw-arab.com,0.42,0.0,0.0,0.12,0.0
Deaf World DW,0.32,0.0,0.33,0.09,0.0
DW Event,0.87,0.0,0.0,0.29,0.0
DW Witness,0.1,0.0,0.0,0.03,0.0
DW Tech Tools,0.1,0.0,0.0,0.03,0.0
DW Security,0.1,0.0,0.0,0.03,0.0
News: RFI Hausa,0.42,0.0,0.0,0.12,0.0
ZAK DW,0.1,0.0,0.33,0.03,0.0
DW Contacts Wear,0.06,0.0,0.0,0.0,0.0
Hausa Radio,0.42,0.0,0.0,0.12,0.0
Digi Dex for DW Next Order @PS4,0.06,0.0,0.0,0.0,0.0
DW Timer,0.06,0.0,0.0,0.0,0.0
DW Streaming,0.55,0.0,0.0,0.16,0.0
RETRO Shocked DW-6000,0.19,1.0,0.0,0.05,0.003725
VMAX IP Plus Mobile Client,0.1,0.0,0.0,0.03,0.0
Rose Gold DW Watch Theme,0.19,0.0,0.0,0.05,0.0
DW Maps,0.48,0.0,0.0,0.14,0.0
DW Uninstall Applications,0.06,0.0,0.0,0.0,0.0
Bodyworks DW,0.35,0.0,0.0,0.09,0.0
DW Cleaner,0.06,0.0,0.0,0.0,0.0
DW Missed call cleaner patch,0.06,0.0,0.0,0.0,0.0
Swahili Radio,0.42,0.0,0.0,0.12,0.0
Black Classic DW Watch Theme,0.19,0.0,0.0,0.05,0.0
White Classic Petite Watch Theme for DW,0.23,0.0,0.0,0.06,0.0
D.W Bien Être,0.35,0.0,0.0,0.09,0.0
DX,0.52,0.0,0.0,0.15,0.0
Direct Express®,0.26,0.0,0.0,0.07,0.0
KeePass DX,0.06,0.0,0.0,0.0,0.0
PORTABLE SOCCER DX,0.29,1.0,0.0,0.08,0.0025
Ham DX Cluster & Spots Finder,0.32,0.0,0.0,0.09,0.0
KeePass DX Pro,0.06,1.0,0.0,0.0,0.014975
DX Alerts,0.23,0.0,0.0,0.06,0.0
PORTABLE SOCCER DX Lite,0.29,0.0,0.0,0.08,0.0
DX Spots Free,0.06,0.0,0.0,0.0,0.0
DX Alert,0.06,0.0,0.0,0.0,0.0
Differential Dx Free,0.13,0.0,0.67,0.03,0.0
Active Soccer 2 DX,0.29,1.0,0.0,0.08,0.007475
Mircules DX Cluster Lite,0.32,0.0,0.0,0.09,0.0
Human Dx,0.13,0.0,0.0,0.03,0.0
DX Glow - Clock Widget,0.19,1.0,0.0,0.05,0.0024749999999999
iCluster - The DX-Cluster database,0.32,1.0,0.0,0.09,0.0024749999999999
MBU DX Cluster,0.06,0.0,0.0,0.0,0.0
Cloud DX Connected Health,0.35,0.0,0.0,0.09,0.0
Differential Dx,0.13,1.0,0.0,0.03,0.009975
Multiple Sclerosis Dx & Mgmt.,0.13,0.0,0.0,0.03,0.0
My Dy Dice - 3D Dice Roller,0.23,0.0,0.0,0.06,0.0
edp re:dy,0.06,0.0,0.0,0.0,0.0
edp re:dy smarthome,0.06,0.0,0.0,0.0,0.0
DY Fitness,0.35,0.0,0.0,0.09,0.0
dy n fly,0.23,0.0,0.0,0.06,0.0
Cnady Selfie : You Can Dy Snap Camera,0.19,0.0,0.0,0.05,0.0
junainfo.dy.fi,0.48,0.0,0.0,0.14,0.0
DY TECHNICAL GYAN,0.1,0.0,0.0,0.03,0.0
Displaying You VR,0.39,0.0,0.0,0.1,0.0
Cute Dolphin Keyboard,0.19,0.0,0.0,0.05,0.0
Hidden Camera Detector,0.06,0.0,0.0,0.0,0.0
Dz Dinars Numbers to letters,0.16,0.0,0.0,0.04,0.0
dz NEWS Algerie,0.42,0.0,0.0,0.12,0.0
Siyaha Dz,0.48,0.0,0.0,0.14,0.0
CCP DZ : Fill out a check | Number in letters DZD,0.26,0.0,0.0,0.07,0.0
DZ Mobile Market,0.52,0.0,0.0,0.15,0.0
3G DZ Configuration,0.32,0.0,0.0,0.09,0.0
3G/4G Config Dz,0.06,0.0,0.0,0.0,0.0
Drugs Dz - Algeria,0.13,0.0,0.0,0.03,0.0
amm dz,0.26,1.0,0.0,0.07,0.014975
IRIS : Customer Service - DZ Algeria,0.48,0.0,0.0,0.14,0.0
Numbers Into Words,0.16,0.0,0.0,0.04,0.0
Dz kayas,0.26,1.0,0.0,0.07,0.072475
Météo Algérie DZ,0.81,0.0,0.0,0.27,0.0
DZ PROMOS - Promotions & Sale Alerts in Algeria,0.52,0.0,0.0,0.15,0.0
JNews DZ - Algerian Newspapers,0.42,0.0,0.0,0.12,0.0
Ouedkniss,0.52,0.0,0.33,0.15,0.0
Files To SD Card Pro,0.06,0.0,0.0,0.0,0.0
News Dz,0.55,0.0,0.0,0.16,0.0
My Ooredoo Algeria,0.06,0.0,0.0,0.0,0.0
Currency Exchange DZ,0.26,0.0,0.0,0.07,0.0
PHARMAGUIDE (DZ),0.35,0.0,0.0,0.09,0.0
DEM DZ,0.35,0.0,0.33,0.09,0.0
chat dz,0.32,0.0,0.33,0.09,0.0
Devise Dz,0.26,0.0,0.0,0.07,0.0
infirmiers,0.13,0.0,0.0,0.03,0.0
DZ sim,0.06,0.0,0.0,0.0,0.0
Tuberculose Dz,0.13,0.0,0.0,0.03,0.0
DZ Fly Algérie Horaire Vols,0.48,0.0,0.0,0.14,0.0
3G to 4G Converter - Simulator,0.06,0.0,0.0,0.0,0.0
dekoreko-dz,0.52,0.0,0.0,0.15,0.0
ChangeDA - Cours du DZD sur le marché parallèle,0.26,0.0,0.0,0.07,0.0
dz press,0.42,0.0,0.0,0.12,0.0
Tunisian Dinar: Exchange rate,0.26,0.0,0.0,0.07,0.0
love sms good morning,0.32,0.0,0.0,0.09,0.0
Dz Camera,0.06,0.0,0.0,0.0,0.0
quran-DZ,0.55,0.0,0.33,0.16,0.0
DZ Register,0.16,0.0,0.0,0.04,0.0
EA SPORTS UFC®,0.29,0.0,0.33,0.08,0.0
NBA LIVE Mobile Basketball,0.29,0.0,0.0,0.08,0.0
EA SPORTS™ FIFA 18 Companion,0.29,0.0,0.0,0.08,0.0
EA Plus,0.48,0.0,0.0,0.14,0.0
FIFA 16 Soccer,0.29,0.0,0.0,0.08,0.0
MLB Perfect Inning 2018,0.29,0.0,0.0,0.08,0.0
Real Football,0.29,0.0,0.0,0.08,0.0
EB Events,0.48,0.0,0.0,0.14,0.0
i am EB,0.39,0.0,0.33,0.1,0.0
EB-Link,0.1,0.0,0.0,0.03,0.0
Debra Care Conference,0.1,0.0,0.0,0.03,0.0
Exchange Bank - EB Mobile,0.26,0.0,0.0,0.07,0.0
TANGEDCO Mobile App (Official),0.1,0.0,0.0,0.03,0.0
EB-TV,0.29,0.0,0.0,0.08,0.0
Free E B Garamond Cool Font,0.19,0.0,0.0,0.05,0.0
EB Kit,0.1,0.0,0.0,0.03,0.0
Epson iProjection,0.16,0.0,0.0,0.04,0.0
TN e Sevai TN EB Bill Patta Citta EC Birth All Hub,0.55,0.0,0.0,0.16,0.0
EB Scanner,0.16,0.0,0.0,0.04,0.0
TNEB Bill Online Payment (Tamil),0.55,0.0,0.33,0.16,0.0
eBay Kleinanzeigen for Germany,0.52,0.0,0.33,0.15,0.0
EB Annual Meetings,0.45,0.0,0.0,0.13,0.0
UP EB Bill Payment & Details,0.55,0.0,0.33,0.16,0.0
EB-Banking (ersetzt),0.26,0.0,0.0,0.07,0.0
Tamilnadu EB Online Payment,0.26,0.0,0.0,0.07,0.0
Online Kerala EB Bill Pay,0.26,0.0,0.0,0.07,0.0
EB Remote Deposit,0.1,0.0,0.0,0.03,0.0
EB-Chat – For my Events,0.87,0.0,0.33,0.29,0.0
EB Experience,0.23,0.0,0.0,0.06,0.0
TNEB Quick Pay Easy,0.26,0.0,0.33,0.07,0.0
TNEB,0.1,0.0,0.0,0.03,0.0
TNEB Bill Checker / TNEB Bill Status,0.26,0.0,0.0,0.07,0.0
Skin Disease,0.97,0.0,0.0,0.31,0.0
Schlaumeier,0.45,1.0,0.0,0.13,0.0024749999999999
Bihar Land Records - RoR and EB Quick Pay,0.06,0.0,0.0,0.0,0.0
TNEB Reading,0.06,0.0,0.0,0.0,0.0
Eb & flow Yoga Studio,0.35,0.0,0.0,0.09,0.0
Audiowalk EB,0.48,0.0,0.0,0.14,0.0
Tamilnadu Electricity Info,0.06,0.0,0.0,0.0,0.0
Punjab Online - Land Records • EB Bill Pay • RC/DL,0.06,0.0,0.0,0.0,0.0
"energyly (TNEB,BESCOM,MH,DL..)",0.06,0.0,0.0,0.0,0.0
Paraglider Dashboard,0.29,0.0,0.0,0.08,0.0
Goodbox - Mega App,0.32,0.0,0.0,0.09,0.0
Exército Brasileiro,0.16,0.0,0.0,0.04,0.0
EB Cash Collections,0.1,0.0,0.0,0.03,0.0
TN Electricity (TNEB),0.23,0.0,0.0,0.06,0.0
Electrician Calculator Pro,0.06,1.0,0.0,0.0,0.037475
"Call Blocker - Blacklist, SMS Blocker",0.32,0.0,0.0,0.09,0.0
EC - AP & Telangana,0.45,0.0,0.0,0.13,0.0
TN EC Online New,0.55,0.0,0.33,0.16,0.0
"TN Patta, Chitta, EC",0.06,0.0,0.0,0.0,0.0
TN Patta Chitta EC Info,0.06,0.0,0.0,0.0,0.0
EC music dictionary,0.06,1.0,0.0,0.0,0.004975
EC Security,0.23,0.0,0.0,0.06,0.0
TN Patta Citta & EC,0.45,0.0,0.0,0.13,0.0
EC - Encumbrance Search - telangana state,0.1,0.0,0.0,0.03,0.0
Ec Solutions Mobile,0.1,0.0,0.0,0.03,0.0
Encumbrance Certificate - (Obsolete),0.1,0.0,0.0,0.03,0.0
ec-Work,0.16,0.0,0.0,0.04,0.0
ec.tv,0.23,0.0,0.0,0.06,0.0
EC-HRV test,0.29,0.0,0.0,0.08,0.0
Barry EC,0.06,0.0,0.0,0.0,0.0
New Holland Agriculture T5 EC,0.16,0.0,0.0,0.04,0.0
EC Taximeter,0.16,0.0,0.0,0.04,0.0
Walk Freely (Ec Shlire),0.06,0.0,0.0,0.0,0.0
EC Apps List,0.06,0.0,0.0,0.0,0.0
AP Stamps and Registration,0.45,0.0,0.0,0.13,0.0
Victoria EC,0.06,0.0,0.0,0.0,0.0
EC SPORTS,0.29,0.0,0.0,0.08,0.0
ECナビ×シュフー,0.23,0.0,0.0,0.06,0.0
EC Designer 2.0,0.06,0.0,0.0,0.0,0.0
Arrayanes EC,0.23,0.0,0.0,0.06,0.0
EC Reps,0.1,0.0,0.0,0.03,0.0
EC QR,0.16,0.0,0.0,0.04,0.0
EC Tax,0.26,0.0,0.0,0.07,0.0
CompactiMa EC pH Calibration,0.45,0.0,0.0,0.13,0.0
Kiamichi EC,0.06,0.0,0.0,0.0,0.0
EC Games Datecs,0.29,0.0,0.0,0.08,0.0
TN Patta /Chitta /EC New,0.55,0.0,0.33,0.16,0.0
HOLSTON EC,0.06,0.0,0.0,0.0,0.0
FILL EC,0.1,0.0,0.0,0.03,0.0
Marítimo EC,0.06,0.0,0.0,0.0,0.0
EC-Contractors,0.84,0.0,0.0,0.28,0.0
EC Sampler,0.16,0.0,0.0,0.04,0.0
SCS eC,0.16,0.0,0.0,0.04,0.0
EF Events,0.87,0.0,0.33,0.29,0.0
EF Go Ahead Tour Companion,0.48,0.0,0.0,0.14,0.0
EF Summits,0.48,0.0,0.0,0.14,0.0
EF-myHR,0.26,0.0,0.0,0.07,0.0
Education First FCU Mobile,0.26,0.0,0.0,0.07,0.0
EF Forms,0.1,0.0,0.0,0.03,0.0
EF App,0.1,0.0,0.0,0.03,0.0
EF Lens Simulator,0.39,1.0,0.0,0.1,0.024975
EF Coach,0.35,0.0,0.0,0.09,0.0
[EF]ShoutBox,0.32,0.0,0.33,0.09,0.0
EF Catalogues · Kataloge,0.1,0.0,0.0,0.03,0.0
EF Staff,0.16,0.0,0.0,0.04,0.0
EF Academy,0.35,0.0,0.0,0.09,0.0
Financial Calculator Pro EF,0.26,0.0,0.0,0.07,0.0
EF Calculator,0.16,0.0,0.0,0.04,0.0
EF Utilities,0.06,0.0,0.0,0.0,0.0
EF Financial Control Free,0.26,0.0,0.0,0.07,0.0
أحداث وحقائق | خبر عاجل في اخبار العالم,0.42,0.0,0.67,0.12,0.0
StudyLock - Education First,0.94,0.0,0.0,0.34,0.0
E.F.JUVENTUD MADRID,0.29,0.0,0.0,0.08,0.0
eG Monitor,0.16,0.0,0.0,0.04,0.0
"EG SIM CARD (EGSIMCARD, 이지심카드)",0.1,0.0,0.0,0.03,0.0
EG-Boost,0.1,0.0,0.0,0.03,0.0
EG Mantenimiento,0.1,0.0,0.33,0.03,0.0
EG CrossPad - ASPECT4,0.1,0.0,0.0,0.03,0.0
EG CrossPad,0.1,0.0,0.0,0.03,0.0
Bee Mobile EG,0.26,0.0,0.0,0.07,0.0
EG,0.16,0.0,0.0,0.04,0.0
EG SIM CARD (EGSIMCARD),0.48,0.0,0.0,0.14,0.0
EG Retail,0.1,0.0,0.0,0.03,0.0
EG Movi,0.06,0.0,0.0,0.0,0.0
EG Groups,0.87,0.0,0.0,0.29,0.0
EG Way Life,0.55,0.0,0.0,0.16,0.0
EG Tax Service,0.26,0.0,0.0,0.07,0.0
Energenie EG-PM1W Setup Wizard,0.06,0.0,0.0,0.0,0.0
qEG APP / Química EG SRL,0.06,0.0,0.0,0.0,0.0
EGW Writings 2,0.45,0.0,0.0,0.13,0.0
Alipay,0.26,0.0,0.33,0.07,0.0
EG | Explore Folegandros,0.48,1.0,0.0,0.14,0.009975
EGW Writings,0.45,0.0,0.0,0.13,0.0
Bible with EGW Comments,0.45,0.0,0.0,0.13,0.0
Eg Call,0.32,0.0,0.0,0.09,0.0
EG India,0.23,0.0,0.0,0.06,0.0
My Little Pony AR Guide,0.45,0.0,0.0,0.13,0.0
SDA Sabbath School Quarterly,0.45,0.0,0.0,0.13,0.0
Equestria Amino for MLP,0.55,0.0,0.33,0.16,0.0
Propertyfinder,0.23,0.0,0.0,0.06,0.0
Inventory & Barcode scanner & WIFI scanner,0.16,1.0,0.0,0.04,0.003725
VITEK EH DVR Viewer (Pro),0.06,0.0,0.0,0.0,0.0
Eh Bee Wallpapers HD,0.19,0.0,0.0,0.05,0.0
EH!,0.23,0.0,0.0,0.06,0.0
Arogyam EH,0.13,0.0,0.0,0.03,0.0
EH National Mobile Banking,0.26,0.0,0.0,0.07,0.0
EH Autolink,0.1,0.0,0.0,0.03,0.0
EH kontrollrakendus,0.06,0.0,0.0,0.0,0.0
Fit the Fat 2,0.29,0.0,0.0,0.08,0.0
Endress+Hauser Operations,0.1,0.0,0.0,0.03,0.0
Retro Camera,0.39,0.0,0.0,0.1,0.0
eHub,0.1,0.0,0.0,0.03,0.0
EI Mobile,0.26,0.0,0.0,0.07,0.0
Ei Electronics AudioLINK,0.06,0.0,0.0,0.0,0.0
Ei Samay - Bengali News Paper,0.42,0.0,0.0,0.12,0.0
Vital Tones EI Pro,0.35,1.0,0.0,0.09,0.024975
NEMA ei,0.1,0.0,0.0,0.03,0.0
ei,0.32,0.0,0.33,0.09,0.0
EI SmartMiles,0.26,0.0,0.0,0.07,0.0
Code on the egg,0.06,0.0,0.0,0.0,0.0
Sensenuts eI,0.1,0.0,0.0,0.03,0.0
EI!,0.16,0.0,0.0,0.04,0.0
EI Calculator,0.06,0.0,0.0,0.0,0.0
Verdant EI,0.06,0.0,0.0,0.0,0.0
Esporte Interativo - Notícias e Resultados Ao Vivo,0.29,0.0,0.0,0.08,0.0
ei Calc,0.06,0.0,0.0,0.0,0.0
Esporte Interativo Plus,0.29,0.0,0.0,0.08,0.0
Aaj Bangla: ei samay er khobor,0.42,0.0,0.0,0.12,0.0
"Kolkata News:Anandbazar Patrika,ei samay&AllRating",0.42,0.0,0.0,0.12,0.0
Ei Somoy & Dainik Sangbad & Statesman (PDF),0.42,0.0,0.0,0.12,0.0
EJ.by,0.42,0.0,0.0,0.12,0.0
EJ Elite Prospects League,0.29,0.0,0.0,0.08,0.0
EJ Insight,0.42,0.0,0.0,0.12,0.0
EJ messenger,0.32,0.0,0.33,0.09,0.0
Painel EJ SSH - INTERNET GRÁTIS,0.06,0.0,0.0,0.0,0.0
EJ Ecuador,0.23,0.0,0.33,0.06,0.0
Ej-buy,0.1,0.0,0.0,0.03,0.0
Footej Camera,0.39,0.0,0.0,0.1,0.0
Silence Premium Do Not Disturb,0.06,1.0,0.0,0.0,0.007375
パーリーゲイツ公式通販｜EJ STYLE（イージェイスタイル）,0.52,0.0,0.0,0.15,0.0
Booking Revolution,0.29,0.0,0.33,0.08,0.0
Nights Keeper (do not disturb),0.23,0.0,0.0,0.06,0.0
"Period Tracker, Pregnancy Calculator & Calendar 🌸",0.35,0.0,0.0,0.09,0.0
3D Metal Piano Keys Keyboard Theme,0.68,0.0,0.0,0.22,0.0
WiFi Tether Router,0.32,1.0,0.0,0.09,0.0072499999999999
Local weather Forecast,0.81,0.0,0.0,0.27,0.0
Smoke Effect Name Art Maker-Avatar Text Art Editor,0.19,0.0,0.0,0.05,0.0
EK Platinum,0.23,0.0,0.0,0.06,0.0
EK Bailey Preaching Conference,0.87,0.0,0.0,0.29,0.0
Ek Maratha,0.55,0.0,0.33,0.16,0.0
Duaa Ek Ibaadat,0.45,0.0,0.0,0.13,0.0
Ek Onkar Mantras,0.23,0.0,0.0,0.06,0.0
Alex Fuel Calculator for EK,0.06,0.0,0.0,0.0,0.0
Hum Ek Hain 2.02,0.55,0.0,0.33,0.16,0.0
Ek IRA,0.32,0.0,0.0,0.09,0.0
Sanu Ek Pal Chain - Raid,0.06,0.0,0.0,0.0,0.0
Sai Baba - Sabka Malik Ek,0.16,0.0,0.0,0.04,0.0
Ek Vote,0.16,0.0,0.0,0.04,0.0
Asha Ek Hope - ALS/ MND,0.13,0.0,0.0,0.03,0.0
Video Maker with Photo and Music,0.39,0.0,0.0,0.1,0.0
SIM Card Info,0.06,0.0,0.0,0.0,0.0
Ek-yatri: Travel where you Belong,0.48,0.0,0.0,0.14,0.0
Sabka Malik Ek Sai,0.55,0.0,0.33,0.16,0.0
Voice Lock Screen,0.23,0.0,0.0,0.06,0.0
El Pollo Loco - Loco Rewards,0.68,0.0,0.0,0.22,0.0
EL AL Flights,0.48,0.0,0.0,0.14,0.0
DreamStream By EL AL,0.48,0.0,0.0,0.14,0.0
El Nuevo Día,0.42,0.0,0.67,0.12,0.0
EL NORTE,0.42,0.0,0.0,0.12,0.0
El Nueve,0.42,0.0,0.33,0.12,0.0
Monastery of El Escorial,0.48,1.0,0.0,0.14,0.004975
Tigo Money El Salvador,0.26,0.0,0.0,0.07,0.0
El Dorado App,0.48,0.0,0.0,0.14,0.0
The translator,0.06,0.0,0.0,0.0,0.0
Weather 14 Days,0.81,0.0,0.0,0.27,0.0
The dollar in mexico,0.26,0.0,0.0,0.07,0.0
Real Madrid App,0.29,0.0,0.0,0.08,0.0
Trazado de tuberia El Tubero,0.06,1.0,0.0,0.0,0.004925
The Holy Rosary,0.23,0.0,0.0,0.06,0.0
Western Union US - Send Money Transfers Quickly,0.26,0.0,0.0,0.07,0.0
"Maps, GPS Navigation & Directions, Street View",0.61,0.0,0.0,0.2,0.0
EM Launcher for EMUI,0.19,0.0,0.0,0.05,0.0
EM Launcher Pro,0.19,1.0,0.0,0.05,0.009975
Yoong: Kick 'Em Up!,0.29,0.0,0.0,0.08,0.0
Instabridge - Free WiFi Passwords and Hotspots,0.06,0.0,0.0,0.0,0.0
LocaToWeb - Live GPS tracking,0.29,1.0,0.0,0.08,0.006225
Telemundo Deportes - En Vivo,0.29,0.0,0.0,0.08,0.0
FRANCE 24,0.42,0.0,0.67,0.12,0.0
JW Library,0.45,0.0,0.0,0.13,0.0
ai.type keyboard Plus + Emoji,0.06,1.0,0.0,0.0,0.011225
Orfox: Tor Browser for Android,0.32,0.0,0.0,0.09,0.0
Keyboard ManMan,0.06,0.0,0.0,0.0,0.0
HTC Sense Input - EN,0.06,0.0,0.0,0.0,0.0
"Ginger Keyboard - Emoji, GIFs, Themes & Games",0.16,0.0,0.0,0.04,0.0
"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",0.29,0.0,0.0,0.08,0.0
English Hindi Dictionary,0.45,0.0,0.0,0.13,0.0
English to Hindi Dictionary,0.45,0.0,0.0,0.13,0.0
EO.TRADE - Coin sale,0.26,0.0,0.0,0.07,0.0
EO Network,0.1,0.0,0.33,0.03,0.0
The EO Bar,0.35,1.0,0.0,0.09,0.017475
EO Mumbai,0.32,0.0,0.0,0.09,0.0
EO Global,0.1,0.0,0.0,0.03,0.0
EO SouthAsia,0.1,0.0,0.33,0.03,0.0
EO RAIPUR,0.55,0.0,0.33,0.16,0.0
EO Forum,0.1,0.0,0.0,0.03,0.0
EO Events,0.1,0.0,0.33,0.03,0.0
EO KOREA,0.1,0.0,0.33,0.03,0.0
EO App. SelfCompassion to you,0.35,0.0,0.0,0.09,0.0
EO GSEA,0.1,0.0,0.0,0.03,0.0
EO Guide,0.35,1.0,0.0,0.09,0.012475
EO SA Benefits,0.1,0.0,0.0,0.03,0.0
FAST EO,0.87,0.0,0.0,0.29,0.0
23rd QM BDE EO,0.1,0.0,0.0,0.03,0.0
EO Bijbel Open,0.23,0.0,0.0,0.06,0.0
EO LAC,0.23,0.0,0.0,0.06,0.0
EO Hub,0.1,0.0,0.33,0.03,0.0
EO,0.1,0.0,0.0,0.03,0.0
4Eternity EO,0.1,0.0,0.0,0.03,0.0
EO Hotels,0.48,0.0,0.0,0.14,0.0
Cryptocurrency Trading - How To Trade Crypto,0.26,0.0,0.0,0.07,0.0
O Céu e o Inferno,0.45,1.0,0.0,0.13,0.0024749999999999
Bluetooth Pair,0.06,0.0,0.0,0.0,0.0
EP FCU,0.26,0.0,0.0,0.07,0.0
EP Home Energy Hub,0.16,0.0,0.0,0.04,0.0
EP,0.1,0.0,0.0,0.03,0.0
EP Mobile,0.13,0.0,0.0,0.03,0.0
EP RSS Reader,0.32,0.0,0.0,0.09,0.0
EP Cloud,0.16,0.0,0.0,0.04,0.0
eP Scanner,0.87,0.0,0.0,0.29,0.0
EP Church Annapolis,0.23,0.0,0.0,0.06,0.0
EP Horlogerie,0.23,0.0,0.0,0.06,0.0
ep-liggare - Elektronisk personalliggare,0.06,0.0,0.0,0.0,0.0
EP Calipers,0.13,1.0,0.0,0.03,0.0024749999999999
EP Joaillerie,0.23,0.0,0.33,0.06,0.0
Tester EP,0.06,0.0,0.0,0.0,0.0
EP Lab Digest,0.13,0.0,0.0,0.03,0.0
EP Research Service,0.45,0.0,0.0,0.13,0.0
eP Finder,0.74,0.0,0.0,0.25,0.0
EP Coding,0.13,1.0,0.0,0.03,0.0024749999999999
EP Kalkulator el. energije,0.06,0.0,0.0,0.0,0.0
EP Cook Book,0.13,1.0,0.0,0.03,0.5
EP Mobil,0.52,0.0,0.0,0.15,0.0
Lean EQ,0.1,1.0,0.0,0.03,0.2249749999999999
ER,0.23,0.0,0.0,0.06,0.0
Doctr – ER wait times in Canada,0.13,0.0,0.0,0.03,0.0
ER Assist,0.16,0.0,0.0,0.04,0.0
Lead'er,0.26,0.0,0.0,0.07,0.0
Get SMART ER/LA Opioids,0.13,0.0,0.0,0.03,0.0
DMC ER Now,0.13,0.0,0.0,0.03,0.0
FAHREDDİN er-RÂZİ TEFSİRİ,0.45,0.0,0.0,0.13,0.0
Cardinal Glennon ER Reference,0.13,0.0,0.67,0.03,0.0
Fill 'er Up,0.48,0.0,0.0,0.14,0.0
SnakeBite911 ER,0.13,0.0,0.0,0.03,0.0
Voxer Walkie Talkie Messenger,0.32,0.0,0.0,0.09,0.0
ES File Explorer/Manager PRO,0.16,1.0,0.0,0.04,0.007475
ES Task Manager (Task Killer ),0.1,0.0,0.0,0.03,0.0
ES Disk Analyzer - Storage Space,0.16,0.0,0.0,0.04,0.0
ES App Locker,0.06,0.0,0.0,0.0,0.0
ES Chromecast plugin,0.77,0.0,0.0,0.26,0.0
ES Material Theme for Pro,0.16,0.0,0.0,0.04,0.0
ES Holo Theme for Pro,0.16,0.0,0.0,0.04,0.0
ES File Explorer,0.06,0.0,0.0,0.0,0.0
ES Dark Theme for free,0.06,0.0,0.0,0.0,0.0
ES Classic Theme,0.06,0.0,0.0,0.0,0.0
ES Themes -- Classic Theme,0.19,0.0,0.0,0.05,0.0
ES Holo Theme,0.06,0.0,0.0,0.0,0.0
"ES File Explorer & Manager, Locker Xplorer 2018",0.06,0.0,0.0,0.0,0.0
ES Summer Chill Theme for Free,0.06,0.0,0.0,0.0,0.0
OpenGL ES Extensions - The OpenGL Utility,0.06,0.0,0.0,0.0,0.0
File Ex - ES File Explorer,0.06,0.0,0.0,0.0,0.0
OpenGL ES CapsViewer,0.06,0.0,0.0,0.0,0.0
OpenGL-ES Info,0.06,0.0,0.0,0.0,0.0
Dr. ES PV Calculator,0.06,0.0,0.0,0.0,0.0
ES File Explorer & File Manager 2018,0.06,0.0,0.0,0.0,0.0
HTC Sense Input - ES,0.06,0.0,0.0,0.0,0.0
2019 Tricks Es File Explores,0.06,0.0,0.0,0.0,0.0
ES Billing System (Offline App),0.16,0.0,0.0,0.04,0.0
ES Anywhere,0.1,0.0,0.0,0.03,0.0
RAR,0.06,0.0,0.0,0.0,0.0
ES Solar,0.1,0.0,0.0,0.03,0.0
File Manager by Xiaomi: release file storage space,0.06,0.0,0.0,0.0,0.0
ESLock File Recovery Lite,0.16,0.0,0.0,0.04,0.0
¿Es Vegan?,0.68,0.0,0.0,0.22,0.0
ES-1,0.32,0.0,0.0,0.09,0.0
Economic Times : Market News,0.42,0.0,0.0,0.12,0.0
ET Markets : NSE & BSE India,0.26,0.0,0.0,0.07,0.0
ET Telecom from Economic Times,0.42,0.0,0.0,0.12,0.0
Égalité et Réconciliation,0.42,1.0,0.0,0.12,0.007475
Economic Times : Market News Go Edition,0.42,0.0,0.0,0.12,0.0
Hymnes et Louanges,0.45,0.0,0.0,0.13,0.0
MAPS.ME – Offline Map and Travel Navigation,0.48,0.0,0.0,0.14,0.0
Recettes Faciles et Rapides,0.68,0.0,0.0,0.22,0.0
Anime et Manga Amino en Français,0.55,0.0,0.33,0.16,0.0
"Photo Lab Picture Editor: face effects, art frames",0.39,0.0,0.0,0.1,0.0
iTranslate Translator & Dictionary,0.16,0.0,0.0,0.04,0.0
MomentCam Cartoons & Stickers,0.39,0.0,0.0,0.1,0.0
News by The Times of India Newspaper - Latest News,0.42,0.0,0.0,0.12,0.0
"Ideal Weight, BMI Calculator",0.35,0.0,0.0,0.09,0.0
Epson iPrint,0.06,0.0,0.0,0.0,0.0
Fitness & Bodybuilding,0.35,0.0,0.0,0.09,0.0
A+ Gallery - Photos & Videos,0.39,0.0,0.0,0.1,0.0
EU Mobile Money,0.26,0.0,0.0,0.07,0.0
EU Charter,0.45,0.0,0.0,0.13,0.0
EU Council,0.32,0.0,0.0,0.09,0.0
EU Flags Free Live Wallpaper,0.19,0.0,0.0,0.05,0.0
myLPG.eu,0.48,0.0,0.0,0.14,0.0
YouCamp EU,0.48,1.0,0.0,0.14,0.0064
EU Economy,0.16,0.0,0.0,0.04,0.0
Flag of European Union,0.19,0.0,0.0,0.05,0.0
EU Data Protection,0.45,0.0,0.0,0.13,0.0
Flag Of European Union LWP,0.19,0.0,0.0,0.05,0.0
European Union Flag LWP,0.19,0.0,0.0,0.05,0.0
